(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 2005 (Leitband)

"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Verbandsgemeinde";"Gemeinde";"Kennziffer Briefwahlzugehörigkeit";"Name";"Größenklasse"
"031";"03";"3";"59";"0402";"011";"02";"Deinste";"06"
"031";"03";"3";"59";"0402";"017";"02";"Fredenbeck";"08"
"031";"03";"3";"59";"0402";"031";"02";"Kutenholz";"07"
"031";"03";"3";"59";"0402";"999";"02";"BW GV Fredenbeck";"99"
"031";"03";"3";"59";"0403";"002";"03";"Ahlerstedt";"08"
"031";"03";"3";"59";"0403";"005";"03";"Bargstedt";"06"
"031";"03";"3";"59";"0403";"008";"03";"Brest";"04"
"031";"03";"3";"59";"0403";"023";"03";"Harsefeld, Flecken";"09"
"031";"03";"3";"59";"0403";"999";"03";"BW GV Harsefeld";"99"
"031";"03";"3";"59";"0404";"014";"04";"Düdenbüttel";"04"
"031";"03";"3";"59";"0404";"015";"04";"Engelschoff";"04"
"031";"03";"3";"59";"0404";"019";"04";"Großenwörden";"03"
"031";"03";"3";"59";"0404";"022";"04";"Hammah";"06"
"031";"03";"3";"59";"0404";"025";"04";"Himmelpforten";"07"
"031";"03";"3";"59";"0404";"999";"04";"BW GV Himmelpforten";"99"
"031";"03";"3";"59";"0405";"001";"05";"Agathenburg";"05"
"031";"03";"3";"59";"0405";"007";"05";"Bliedersdorf";"05"
"031";"03";"3";"59";"0405";"012";"05";"Dollern";"05"
"031";"03";"3";"59";"0405";"027";"05";"Horneburg, Flecken";"08"
"031";"03";"3";"59";"0405";"034";"05";"Nottensdorf";"05"
"031";"03";"3";"59";"0405";"999";"05";"BW GV Horneburg";"99"
"031";"03";"3";"59";"0406";"020";"06";"Grünendeich";"06"
"031";"03";"3";"59";"0406";"021";"06";"Guderhandviertel";"05"
"031";"03";"3";"59";"0406";"026";"06";"Hollern-Twielenfleth";"07"
"031";"03";"3";"59";"0406";"032";"06";"Mittelnkirchen";"04"
"031";"03";"3";"59";"0406";"033";"06";"Neuenkirchen";"04"
"031";"03";"3";"59";"0406";"039";"06";"Steinkirchen";"05"
"031";"03";"3";"59";"0406";"999";"06";"BW GV Lühe";"99"
"031";"03";"3";"59";"0407";"004";"07";"Balje";"05"
"031";"03";"3";"59";"0407";"018";"07";"Freiburg (Elbe), Flecken";"05"
"031";"03";"3";"59";"0407";"030";"07";"Krummendeich";"03"
"031";"03";"3";"59";"0407";"035";"07";"Oederquart";"05"
"031";"03";"3";"59";"0407";"040";"07";"Wischhafen";"07"
"031";"03";"3";"59";"0407";"999";"07";"BW GV Nordkehdingen";"99"
"031";"03";"3";"59";"0408";"009";"08";"Burweg";"04"
"031";"03";"3";"59";"0408";"016";"08";"Estorf";"05"
"031";"03";"3";"59";"0408";"024";"08";"Heinbockel";"05"
"031";"03";"3";"59";"0408";"029";"08";"Kranenburg";"04"
"031";"03";"3";"59";"0408";"036";"08";"Oldendorf";"06"
"031";"03";"3";"59";"0408";"999";"08";"BW GV Oldendorf";"99"
"044";"03";"3";"60";"0000";"004";"00";"Bienenbüttel";"08"
"044";"03";"3";"60";"0000";"025";"00";"Uelzen, Stadt";"10"
"044";"03";"3";"60";"0401";"001";"01";"Altenmedingen";"05"
"044";"03";"3";"60";"0401";"002";"01";"Bad Bevensen, Stadt";"08"
"044";"03";"3";"60";"0401";"003";"01";"Barum";"04"
"044";"03";"3";"60";"0401";"008";"01";"Emmendorf";"04"
"044";"03";"3";"60";"0401";"011";"01";"Himbergen";"05"
"044";"03";"3";"60";"0401";"012";"01";"Jelmstorf";"04"
"044";"03";"3";"60";"0401";"017";"01";"Römstedt";"04"
"044";"03";"3";"60";"0401";"026";"01";"Weste";"05"
"044";"03";"3";"60";"0401";"999";"01";"BW GV Bevensen";"99"
"044";"03";"3";"60";"0402";"005";"02";"Bad Bodenteich, Flecken";"07"
"044";"03";"3";"60";"0402";"013";"02";"Lüder";"05"
"044";"03";"3";"60";"0402";"020";"02";"Soltendieck";"05"
"044";"03";"3";"60";"0402";"999";"02";"BW GV Bodenteich";"99"
"044";"03";"3";"60";"0403";"006";"03";"Ebstorf, Flecken";"08"
"044";"03";"3";"60";"0403";"010";"03";"Hanstedt";"05"
"044";"03";"3";"60";"0403";"014";"03";"Natendorf";"04"
"044";"03";"3";"60";"0403";"019";"03";"Schwienau";"04"
"044";"03";"3";"60";"0403";"029";"03";"Wriedel";"06"
"044";"03";"3";"60";"0403";"999";"03";"BW GV Altes Amt Ebstorf";"99"
"044";"03";"3";"60";"0404";"015";"04";"Oetzen";"05"
"044";"03";"3";"60";"0404";"016";"04";"Rätzlingen";"04"
"044";"03";"3";"60";"0404";"018";"04";"Rosche";"06"
"044";"03";"3";"60";"0404";"022";"04";"Stoetze";"04"
"044";"03";"3";"60";"0404";"024";"04";"Suhlendorf";"06"
"044";"03";"3";"60";"0404";"999";"04";"BW GV Rosche";"99"
"044";"03";"3";"60";"0405";"007";"05";"Eimke";"05"
"044";"03";"3";"60";"0405";"009";"05";"Gerdau";"05"
"044";"03";"3";"60";"0405";"023";"05";"Suderburg";"07"
"044";"03";"3";"60";"0405";"999";"05";"BW GV Suderburg";"99"
"044";"03";"3";"60";"0406";"021";"06";"Stadensen";"05"
"044";"03";"3";"60";"0406";"027";"06";"Wieren";"06"
"044";"03";"3";"60";"0406";"028";"06";"Wrestedt";"07"
"044";"03";"3";"60";"0406";"999";"06";"BW GV Wrestedt";"99"
"035";"03";"3";"61";"0000";"001";"00";"Achim, Stadt";"10"
"035";"03";"3";"61";"0000";"003";"00";"Dörverden";"08"
"035";"03";"3";"61";"0000";"005";"00";"Kirchlinteln";"09"
"035";"03";"3";"61";"0000";"006";"00";"Langwedel, Flecken";"09"
"035";"03";"3";"61";"0000";"008";"00";"Ottersberg, Flecken";"09"
"035";"03";"3";"61";"0000";"009";"00";"Oyten";"09"
"035";"03";"3";"61";"0000";"012";"00";"Verden (Aller), Stadt";"10"
"035";"03";"3";"61";"0401";"002";"01";"Blender";"06"
"035";"03";"3";"61";"0401";"004";"01";"Emtinghausen";"05"
"035";"03";"3";"61";"0401";"007";"01";"Morsum";"06"
"035";"03";"3";"61";"0401";"010";"01";"Riede";"06"
"035";"03";"3";"61";"0401";"011";"01";"Thedinghausen";"07"
"035";"03";"3";"61";"0401";"999";"01";"BW GV Thedinghausen";"99"
"029";"03";"4";"01";"0000";"000";"00";"Delmenhorst, Stadt";"11"
"025";"03";"4";"02";"0000";"000";"00";"Emden, Stadt";"11"
"028";"03";"4";"03";"0000";"000";"00";"Oldenburg (Oldenburg), Stadt";"12"
"039";"03";"4";"04";"0000";"000";"00";"Osnabrück, Stadt";"12"
"027";"03";"4";"05";"0000";"000";"00";"Wilhelmshaven, Stadt";"11"
"028";"03";"4";"51";"0000";"001";"00";"Apen";"09"
"028";"03";"4";"51";"0000";"002";"00";"Bad Zwischenahn";"10"
"028";"03";"4";"51";"0000";"004";"00";"Edewecht";"10"
"028";"03";"4";"51";"0000";"005";"00";"Rastede";"10"
"028";"03";"4";"51";"0000";"007";"00";"Westerstede, Stadt";"10"
"028";"03";"4";"51";"0000";"008";"00";"Wiefelstede";"09"
"025";"03";"4";"52";"0000";"001";"00";"Aurich, Stadt";"10"
"025";"03";"4";"52";"0000";"002";"00";"Baltrum";"03"
"025";"03";"4";"52";"0000";"006";"00";"Großefehn";"09"
"025";"03";"4";"52";"0000";"007";"00";"Großheide";"08"
"025";"03";"4";"52";"0000";"011";"00";"Hinte";"08"
"025";"03";"4";"52";"0000";"012";"00";"Ihlow";"09"
"025";"03";"4";"52";"0000";"013";"00";"Juist";"05"
"025";"03";"4";"52";"0000";"014";"00";"Krummhörn";"09"
"025";"03";"4";"52";"0000";"019";"00";"Norden, Stadt";"10"
"025";"03";"4";"52";"0000";"020";"00";"Norderney, Stadt";"08"
"025";"03";"4";"52";"0000";"023";"00";"Südbrookmerland";"09"
"025";"03";"4";"52";"0000";"025";"00";"Wiesmoor";"09"
"025";"03";"4";"52";"0000";"027";"00";"Dornum";"07"
"025";"03";"4";"52";"0401";"015";"01";"Leezdorf";"05"
"025";"03";"4";"52";"0401";"017";"01";"Marienhafe, Flecken";"05"
"025";"03";"4";"52";"0401";"021";"01";"Osteel";"06"
"025";"03";"4";"52";"0401";"022";"01";"Rechtsupweg";"06"
"025";"03";"4";"52";"0401";"024";"01";"Upgant-Schott";"07"
"025";"03";"4";"52";"0401";"026";"01";"Wirdum";"05"
"025";"03";"4";"52";"0401";"999";"01";"BW GV Brookmerland";"99"
"025";"03";"4";"52";"0403";"003";"03";"Berumbur";"06"
"025";"03";"4";"52";"0403";"008";"03";"Hage, Flecken";"08"
"025";"03";"4";"52";"0403";"009";"03";"Hagermarsch";"03"
"025";"03";"4";"52";"0403";"010";"03";"Halbemond";"05"
"025";"03";"4";"52";"0403";"016";"03";"Lütetsburg";"04"
"025";"03";"4";"52";"0403";"999";"03";"BW GV Hage";"99"
"033";"03";"4";"53";"0000";"001";"00";"Barßel";"09"
"033";"03";"4";"53";"0000";"002";"00";"Bösel";"08"
"033";"03";"4";"53";"0000";"003";"00";"Cappeln (Oldenburg)";"08"
"033";"03";"4";"53";"0000";"004";"00";"Cloppenburg, Stadt";"10"
"033";"03";"4";"53";"0000";"005";"00";"Emstek";"09"
"033";"03";"4";"53";"0000";"006";"00";"Essen (Oldenburg)";"08"
"033";"03";"4";"53";"0000";"007";"00";"Friesoythe, Stadt";"10"
"033";"03";"4";"53";"0000";"008";"00";"Garrel";"09"
"033";"03";"4";"53";"0000";"009";"00";"Lastrup";"08"
"033";"03";"4";"53";"0000";"010";"00";"Lindern (Oldenburg)";"07"
"033";"03";"4";"53";"0000";"011";"00";"Löningen, Stadt";"09"
"033";"03";"4";"53";"0000";"012";"00";"Molbergen";"08"
"033";"03";"4";"53";"0000";"013";"00";"Saterland";"09"
"032";"03";"4";"54";"0000";"010";"00";"Emsbüren";"08"
"032";"03";"4";"54";"0000";"014";"00";"Geeste";"09"
"026";"03";"4";"54";"0000";"018";"00";"Haren (Ems), Stadt";"10"
"032";"03";"4";"54";"0000";"019";"00";"Haselünne, Stadt";"09"
"032";"03";"4";"54";"0000";"032";"00";"Lingen (Ems), Stadt";"11"
"032";"03";"4";"54";"0000";"035";"00";"Meppen, Stadt";"10"
"026";"03";"4";"54";"0000";"041";"00";"Papenburg, Stadt";"10"
"026";"03";"4";"54";"0000";"044";"00";"Rhede (Ems)";"07"
"032";"03";"4";"54";"0000";"045";"00";"Salzbergen";"08"
"026";"03";"4";"54";"0000";"054";"00";"Twist";"08"
"026";"03";"4";"54";"0401";"007";"01";"Dersum";"05"
"026";"03";"4";"54";"0401";"008";"01";"Dörpen";"07"
"026";"03";"4";"54";"0401";"020";"01";"Heede";"06"
"026";"03";"4";"54";"0401";"025";"01";"Kluse";"05"
"026";"03";"4";"54";"0401";"030";"01";"Lehe";"04"
"026";"03";"4";"54";"0401";"037";"01";"Neubörger";"05"
"026";"03";"4";"54";"0401";"038";"01";"Neulehe";"04"
"026";"03";"4";"54";"0401";"056";"01";"Walchum";"05"
"026";"03";"4";"54";"0401";"060";"01";"Wippingen";"04"
"026";"03";"4";"54";"0401";"999";"01";"BW GV Dörpen";"99"
"032";"03";"4";"54";"0402";"001";"02";"Andervenne";"04"
"032";"03";"4";"54";"0402";"003";"02";"Beesten";"05"
"032";"03";"4";"54";"0402";"012";"02";"Freren, Stadt";"08"
"032";"03";"4";"54";"0402";"036";"02";"Messingen";"05"
"032";"03";"4";"54";"0402";"053";"02";"Thuine";"05"
"032";"03";"4";"54";"0402";"999";"02";"BW GV Freren";"99"
"032";"03";"4";"54";"0403";"009";"03";"Dohren";"05"
"032";"03";"4";"54";"0403";"021";"03";"Herzlake";"07"
"032";"03";"4";"54";"0403";"026";"03";"Lähden";"07"
"032";"03";"4";"54";"0403";"999";"03";"BW GV Herzlake";"99"
"026";"03";"4";"54";"0404";"013";"04";"Fresenburg";"04"
"026";"03";"4";"54";"0404";"029";"04";"Lathen";"08"
"026";"03";"4";"54";"0404";"039";"04";"Niederlangen";"05"
"026";"03";"4";"54";"0404";"040";"04";"Oberlangen";"04"
"026";"03";"4";"54";"0404";"043";"04";"Renkenberge";"04"
"026";"03";"4";"54";"0404";"052";"04";"Sustrum";"05"
"026";"03";"4";"54";"0404";"999";"04";"BW GV Lathen";"99"
"032";"03";"4";"54";"0405";"002";"05";"Bawinkel";"06"
"032";"03";"4";"54";"0405";"015";"05";"Gersten";"05"
"032";"03";"4";"54";"0405";"017";"05";"Handrup";"04"
"032";"03";"4";"54";"0405";"028";"05";"Langen";"05"
"032";"03";"4";"54";"0405";"031";"05";"Lengerich";"06"
"032";"03";"4";"54";"0405";"059";"05";"Wettrup";"04"
"032";"03";"4";"54";"0405";"999";"05";"BW GV Lengerich";"99"
"026";"03";"4";"54";"0406";"004";"06";"Bockhorst";"05"
"026";"03";"4";"54";"0406";"006";"06";"Breddenberg";"04"
"026";"03";"4";"54";"0406";"011";"06";"Esterwegen";"08"
"026";"03";"4";"54";"0406";"022";"06";"Hilkenbrook";"04"
"026";"03";"4";"54";"0406";"051";"06";"Surwold";"07"
"026";"03";"4";"54";"0406";"999";"06";"BW GV Nordhümmling";"99"
"026";"03";"4";"54";"0407";"005";"07";"Börger";"06"
"026";"03";"4";"54";"0407";"016";"07";"Groß Berßen";"04"
"026";"03";"4";"54";"0407";"023";"07";"Hüven";"04"
"026";"03";"4";"54";"0407";"024";"07";"Klein Berßen";"05"
"026";"03";"4";"54";"0407";"047";"07";"Sögel";"08"
"026";"03";"4";"54";"0407";"048";"07";"Spahnharrenstätte";"05"
"026";"03";"4";"54";"0407";"050";"07";"Stavern";"05"
"026";"03";"4";"54";"0407";"058";"07";"Werpeloh";"05"
"026";"03";"4";"54";"0407";"999";"07";"BW GV Sögel";"99"
"032";"03";"4";"54";"0408";"034";"08";"Lünne";"05"
"032";"03";"4";"54";"0408";"046";"08";"Schapen";"06"
"032";"03";"4";"54";"0408";"049";"08";"Spelle";"08"
"032";"03";"4";"54";"0408";"999";"08";"BW GV Spelle";"99"
"026";"03";"4";"54";"0409";"027";"09";"Lahn";"04"
"026";"03";"4";"54";"0409";"033";"09";"Lorup";"06"
"026";"03";"4";"54";"0409";"042";"09";"Rastdorf";"04"
"026";"03";"4";"54";"0409";"055";"09";"Vrees";"05"
"026";"03";"4";"54";"0409";"057";"09";"Werlte";"08"
"026";"03";"4";"54";"0409";"999";"09";"BW GV Werlte";"99"
"027";"03";"4";"55";"0000";"007";"00";"Jever, Stadt";"09"
"027";"03";"4";"55";"0000";"014";"00";"Sande";"08"
"027";"03";"4";"55";"0000";"015";"00";"Schortens, Stadt";"10"
"027";"03";"4";"55";"0000";"020";"00";"Wangerland";"09"
"027";"03";"4";"55";"0000";"021";"00";"Wangerooge, Nordseebad";"05"
"027";"03";"4";"55";"0000";"025";"00";"Bockhorn";"08"
"027";"03";"4";"55";"0000";"026";"00";"Varel, Stadt";"10"
"027";"03";"4";"55";"0000";"027";"00";"Zetel";"09"
"032";"03";"4";"56";"0000";"001";"00";"Bad Bentheim, Stadt";"09"
"032";"03";"4";"56";"0000";"015";"00";"Nordhorn, Stadt";"11"
"032";"03";"4";"56";"0000";"025";"00";"Wietmarschen";"09"
"032";"03";"4";"56";"0401";"002";"01";"Emlichheim";"08"
"032";"03";"4";"56";"0401";"009";"01";"Hoogstede";"06"
"032";"03";"4";"56";"0401";"012";"01";"Laar";"06"
"032";"03";"4";"56";"0401";"019";"01";"Ringe";"06"
"032";"03";"4";"56";"0401";"999";"01";"BW GV Emlichheim";"99"
"032";"03";"4";"56";"0402";"004";"02";"Esche";"04"
"032";"03";"4";"56";"0402";"005";"02";"Georgsdorf";"05"
"032";"03";"4";"56";"0402";"013";"02";"Lage";"05"
"032";"03";"4";"56";"0402";"014";"02";"Neuenhaus, Stadt";"08"
"032";"03";"4";"56";"0402";"017";"02";"Osterwald";"05"
"032";"03";"4";"56";"0402";"999";"02";"BW GV Neuenhaus";"99"
"032";"03";"4";"56";"0403";"003";"03";"Engden";"03"
"032";"03";"4";"56";"0403";"010";"03";"Isterberg";"04"
"032";"03";"4";"56";"0403";"016";"03";"Ohne";"04"
"032";"03";"4";"56";"0403";"018";"03";"Quendorf";"04"
"032";"03";"4";"56";"0403";"020";"03";"Samern";"04"
"032";"03";"4";"56";"0403";"021";"03";"Schüttorf, Stadt";"09"
"032";"03";"4";"56";"0403";"022";"03";"Suddendorf";"05"
"032";"03";"4";"56";"0403";"999";"03";"BW GV Schüttorf";"99"
"032";"03";"4";"56";"0404";"006";"04";"Getelo";"04"
"032";"03";"4";"56";"0404";"007";"04";"Gölenkamp";"04"
"032";"03";"4";"56";"0404";"008";"04";"Halle";"04"
"032";"03";"4";"56";"0404";"011";"04";"Itterbeck";"05"
"032";"03";"4";"56";"0404";"023";"04";"Uelsen";"08"
"032";"03";"4";"56";"0404";"024";"04";"Wielen";"04"
"032";"03";"4";"56";"0404";"026";"04";"Wilsum";"05"
"032";"03";"4";"56";"0404";"999";"04";"BW GV Uelsen";"99"
"026";"03";"4";"57";"0000";"002";"00";"Borkum, Stadt";"08"
"026";"03";"4";"57";"0000";"012";"00";"Jemgum";"07"
"026";"03";"4";"57";"0000";"013";"00";"Leer (Ostfriesland), Stadt";"10"
"026";"03";"4";"57";"0000";"014";"00";"Moormerland";"10"
"026";"03";"4";"57";"0000";"017";"00";"Ostrhauderfehn";"09"
"026";"03";"4";"57";"0000";"018";"00";"Rhauderfehn";"09"
"026";"03";"4";"57";"0000";"020";"00";"Uplengen";"09"
"026";"03";"4";"57";"0000";"021";"00";"Weener, Stadt";"09"
"026";"03";"4";"57";"0000";"022";"00";"Westoverledingen";"09"
"026";"03";"4";"57";"0000";"024";"00";"Bunde";"08"
"026";"03";"4";"57";"0402";"003";"02";"Brinkum";"04"
"026";"03";"4";"57";"0402";"009";"02";"Firrel";"04"
"026";"03";"4";"57";"0402";"010";"02";"Hesel";"07"
"026";"03";"4";"57";"0402";"011";"02";"Holtland";"06"
"026";"03";"4";"57";"0402";"015";"02";"Neukamperfehn";"05"
"026";"03";"4";"57";"0402";"019";"02";"Schwerinsdorf";"04"
"026";"03";"4";"57";"0402";"999";"02";"BW GV Hesel";"99"
"026";"03";"4";"57";"0403";"006";"03";"Detern, Flecken";"06"
"026";"03";"4";"57";"0403";"008";"03";"Filsum";"06"
"026";"03";"4";"57";"0403";"016";"03";"Nortmoor";"05"
"026";"03";"4";"57";"0403";"999";"03";"BW GV Jümme";"99"
"029";"03";"4";"58";"0000";"003";"00";"Dötlingen";"08"
"029";"03";"4";"58";"0000";"005";"00";"Ganderkesee";"10"
"029";"03";"4";"58";"0000";"007";"00";"Großenkneten";"09"
"029";"03";"4";"58";"0000";"009";"00";"Hatten";"09"
"029";"03";"4";"58";"0000";"010";"00";"Hude (Oldenburg)";"09"
"029";"03";"4";"58";"0000";"013";"00";"Wardenburg";"09"
"029";"03";"4";"58";"0000";"014";"00";"Wildeshausen, Stadt";"09"
"029";"03";"4";"58";"0401";"001";"01";"Beckeln";"04"
"029";"03";"4";"58";"0401";"002";"01";"Colnrade";"04"
"029";"03";"4";"58";"0401";"004";"01";"Dünsen";"05"
"029";"03";"4";"58";"0401";"006";"01";"Groß Ippener";"05"
"029";"03";"4";"58";"0401";"008";"01";"Harpstedt, Flecken";"07"
"029";"03";"4";"58";"0401";"011";"01";"Kirchseelte";"05"
"029";"03";"4";"58";"0401";"012";"01";"Prinzhöfte";"04"
"029";"03";"4";"58";"0401";"015";"01";"Winkelsett";"04"
"029";"03";"4";"58";"0401";"999";"01";"BW GV Harpstedt";"99"
"038";"03";"4";"59";"0000";"003";"00";"Bad Essen";"09"
"038";"03";"4";"59";"0000";"004";"00";"Bad Iburg, Stadt";"09"
"038";"03";"4";"59";"0000";"005";"00";"Bad Laer";"08"
"038";"03";"4";"59";"0000";"006";"00";"Bad Rothenfelde";"08"
"039";"03";"4";"59";"0000";"008";"00";"Belm";"09"
"038";"03";"4";"59";"0000";"012";"00";"Bissendorf";"09"
"038";"03";"4";"59";"0000";"013";"00";"Bohmte";"09"
"038";"03";"4";"59";"0000";"014";"00";"Bramsche, Stadt";"10"
"038";"03";"4";"59";"0000";"015";"00";"Dissen am Teutoburger Wald, Stadt";"08"
"039";"03";"4";"59";"0000";"019";"00";"Georgsmarienhütte, Stadt";"10"
"039";"03";"4";"59";"0000";"020";"00";"Hagen am Teutoburger Wald";"09"
"039";"03";"4";"59";"0000";"021";"00";"Hasbergen";"09"
"038";"03";"4";"59";"0000";"022";"00";"Hilter am Teutoburger Wald";"09"
"038";"03";"4";"59";"0000";"024";"00";"Melle, Stadt";"10"
"038";"03";"4";"59";"0000";"029";"00";"Ostercappeln";"08"
"039";"03";"4";"59";"0000";"033";"00";"Wallenhorst";"10"
"038";"03";"4";"59";"0000";"034";"00";"Glandorf";"08"
"038";"03";"4";"59";"0401";"007";"01";"Badbergen";"07"
"038";"03";"4";"59";"0401";"025";"01";"Menslage";"06"
"038";"03";"4";"59";"0401";"028";"01";"Nortrup";"06"
"038";"03";"4";"59";"0401";"030";"01";"Quakenbrück, Stadt";"09"
"038";"03";"4";"59";"0401";"999";"01";"BW GV Artland";"99"
"038";"03";"4";"59";"0402";"001";"02";"Alfhausen";"07"
"038";"03";"4";"59";"0402";"002";"02";"Ankum";"08"
"038";"03";"4";"59";"0402";"010";"02";"Bersenbrück, Stadt";"08"
"038";"03";"4";"59";"0402";"016";"02";"Eggermühlen";"05"
"038";"03";"4";"59";"0402";"018";"02";"Gehrde";"06"
"038";"03";"4";"59";"0402";"023";"02";"Kettenkamp";"05"
"038";"03";"4";"59";"0402";"031";"02";"Rieste";"07"
"038";"03";"4";"59";"0402";"999";"02";"BW GV Bersenbrück";"99"
"038";"03";"4";"59";"0403";"009";"03";"Berge";"07"
"038";"03";"4";"59";"0403";"011";"03";"Bippen";"07"
"038";"03";"4";"59";"0403";"017";"03";"Fürstenau, Stadt";"08"
"038";"03";"4";"59";"0403";"999";"03";"BW GV Fürstenau";"99"
"038";"03";"4";"59";"0404";"026";"04";"Merzen";"07"
"038";"03";"4";"59";"0404";"027";"04";"Neuenkirchen";"07"
"038";"03";"4";"59";"0404";"032";"04";"Voltlage";"05"
"038";"03";"4";"59";"0404";"999";"04";"BW GV Neuenkirchen";"99"
"033";"03";"4";"60";"0000";"001";"00";"Bakum";"08"
"033";"03";"4";"60";"0000";"002";"00";"Damme, Stadt";"09"
"033";"03";"4";"60";"0000";"003";"00";"Dinklage, Stadt";"09"
"033";"03";"4";"60";"0000";"004";"00";"Goldenstedt";"08"
"033";"03";"4";"60";"0000";"005";"00";"Holdorf";"08"
"033";"03";"4";"60";"0000";"006";"00";"Lohne (Oldenburg), Stadt";"10"
"033";"03";"4";"60";"0000";"007";"00";"Neuenkirchen-Vörden";"08"
"033";"03";"4";"60";"0000";"008";"00";"Steinfeld (Oldenburg)";"08"
"033";"03";"4";"60";"0000";"009";"00";"Vechta, Stadt";"10"
"033";"03";"4";"60";"0000";"010";"00";"Visbek";"08"
"029";"03";"4";"61";"0000";"001";"00";"Berne";"08"
"029";"03";"4";"61";"0000";"002";"00";"Brake (Unterweser), Stadt";"09"
"029";"03";"4";"61";"0000";"003";"00";"Butjadingen";"08"
"029";"03";"4";"61";"0000";"004";"00";"Elsfleth, Stadt";"08"
"029";"03";"4";"61";"0000";"005";"00";"Jade";"08"
"029";"03";"4";"61";"0000";"006";"00";"Lemwerder";"08"
"029";"03";"4";"61";"0000";"007";"00";"Nordenham, Stadt";"10"
"029";"03";"4";"61";"0000";"008";"00";"Ovelgönne";"08"
"029";"03";"4";"61";"0000";"009";"00";"Stadland";"08"
"027";"03";"4";"62";"0000";"005";"00";"Friedeburg";"09"
"027";"03";"4";"62";"0000";"007";"00";"Langeoog";"05"
"027";"03";"4";"62";"0000";"014";"00";"Spiekeroog";"04"
"027";"03";"4";"62";"0000";"019";"00";"Wittmund, Stadt";"10"
"027";"03";"4";"62";"0401";"002";"01";"Dunum";"05"
"027";"03";"4";"62";"0401";"003";"01";"Esens, Stadt";"08"
"027";"03";"4";"62";"0401";"006";"01";"Holtgast";"05"
"027";"03";"4";"62";"0401";"008";"01";"Moorweg";"04"
"027";"03";"4";"62";"0401";"010";"01";"Neuharlingersiel";"05"
"027";"03";"4";"62";"0401";"015";"01";"Stedesdorf";"05"
"027";"03";"4";"62";"0401";"017";"01";"Werdum";"04"
"027";"03";"4";"62";"0401";"999";"01";"BW GV Esens";"99"
"027";"03";"4";"62";"0402";"001";"02";"Blomberg";"05"
"027";"03";"4";"62";"0402";"004";"02";"Eversmeer";"04"
"027";"03";"4";"62";"0402";"009";"02";"Nenndorf";"04"
"027";"03";"4";"62";"0402";"011";"02";"Neuschoo";"05"
"027";"03";"4";"62";"0402";"012";"02";"Ochtersum";"04"
"027";"03";"4";"62";"0402";"013";"02";"Schweindorf";"04"
"027";"03";"4";"62";"0402";"016";"02";"Utarp";"04"
"027";"03";"4";"62";"0402";"018";"02";"Westerholt";"06"
"027";"03";"4";"62";"0402";"999";"02";"BW GV Holtriem";"99"
"000";"04";"0";"00";"0000";"000";"00";"Bremen";"00"
"054";"04";"0";"00";"0000";"000";"00";"Bremen I";"00"
"055";"04";"0";"00";"0000";"000";"00";"Bremen II - Bremerhaven";"00"
"000";"04";"0";"11";"0000";"000";"00";"Bremen, Stadt  (054,055)";"00"
"054";"04";"0";"11";"0000";"000";"00";"Bremen, Stadt (Teil)";"00"
"055";"04";"0";"11";"0000";"000";"00";"Bremen, Stadt (Teil)";"00"
"000";"04";"0";"12";"0000";"000";"00";"Bremerhaven, Stadt (055)";"00"
"055";"04";"0";"12";"0000";"000";"00";"Bremerhaven, Stadt (Teil)";"00"
"054";"04";"0";"11";"0000";"000";"00";"Bremen, Stadt (Teil)";"14"
"055";"04";"0";"11";"0000";"000";"00";"Bremen, Stadt (Teil)";"14"
"055";"04";"0";"12";"0000";"000";"00";"Bremerhaven, Stadt (Teil)";"12"
"000";"05";"0";"00";"0000";"000";"00";"Nordrhein-Westfalen";"00"
"088";"05";"0";"00";"0000";"000";"00";"Aachen";"00"
"089";"05";"0";"00";"0000";"000";"00";"Kreis Aachen";"00"
"090";"05";"0";"00";"0000";"000";"00";"Heinsberg";"00"
"091";"05";"0";"00";"0000";"000";"00";"Düren";"00"
"092";"05";"0";"00";"0000";"000";"00";"Erftkreis I";"00"
"093";"05";"0";"00";"0000";"000";"00";"Euskirchen - Erftkreis II";"00"
"094";"05";"0";"00";"0000";"000";"00";"Köln I";"00"
"095";"05";"0";"00";"0000";"000";"00";"Köln II";"00"
"096";"05";"0";"00";"0000";"000";"00";"Köln III";"00"
"097";"05";"0";"00";"0000";"000";"00";"Bonn";"00"
"098";"05";"0";"00";"0000";"000";"00";"Rhein-Sieg-Kreis I";"00"
"099";"05";"0";"00";"0000";"000";"00";"Rhein-Sieg-Kreis II";"00"
"100";"05";"0";"00";"0000";"000";"00";"Oberbergischer Kreis";"00"
"101";"05";"0";"00";"0000";"000";"00";"Rheinisch-Bergischer Kreis";"00"
"102";"05";"0";"00";"0000";"000";"00";"Leverkusen - Köln IV";"00"
"103";"05";"0";"00";"0000";"000";"00";"Wuppertal I";"00"
"104";"05";"0";"00";"0000";"000";"00";"Solingen - Remscheid - Wuppertal II";"00"
"105";"05";"0";"00";"0000";"000";"00";"Mettmann I";"00"
"106";"05";"0";"00";"0000";"000";"00";"Mettmann II";"00"
"107";"05";"0";"00";"0000";"000";"00";"Düsseldorf I";"00"
